service,provider,quarter,complaints_per_100k,year,q,t,is_industry_avg
Fixed broadband,Sky,2022 Q1,4.0,2022,1,8088,False
Fixed broadband,Sky,2022 Q2,3.0,2022,2,8089,False
Fixed broadband,Sky,2022 Q3,4.0,2022,3,8090,False
Fixed broadband,Sky,2022 Q4,5.0,2022,4,8091,False
Fixed broadband,Sky,2023 Q1,5.0,2023,1,8092,False
Fixed broadband,Sky,2023 Q2,5.0,2023,2,8093,False
Fixed broadband,Sky,2023 Q3,5.0,2023,3,8094,False
Fixed broadband,Sky,2023 Q4,5.0,2023,4,8095,False
Fixed broadband,Sky,2024 Q1,6.0,2024,1,8096,False
Fixed broadband,Sky,2024 Q2,5.0,2024,2,8097,False
Fixed broadband,Sky,2024 Q3,5.0,2024,3,8098,False
Fixed broadband,Sky,2024 Q4,6.0,2024,4,8099,False
Fixed broadband,Sky,2025 Q1,6.0,2025,1,8100,False
Fixed broadband,Sky,2025 Q2,6.0,2025,2,8101,False
Fixed broadband,Sky,2025 Q3,6.0,2025,3,8102,False
Fixed broadband,Sky,2025 Q4,7.0,2025,4,8103,False
Fixed broadband,TalkTalk Group,2010 Q4,87.0,2010,4,8043,False
Fixed broadband,TalkTalk Group,2011 Q1,91.0,2011,1,8044,False
Fixed broadband,TalkTalk Group,2011 Q2,67.0,2011,2,8045,False
Fixed broadband,TalkTalk Group,2011 Q3,61.0,2011,3,8046,False
Fixed broadband,TalkTalk Group,2011 Q4,64.0,2011,4,8047,False
Fixed broadband,TalkTalk Group,2012 Q1,60.0,2012,1,8048,False
Fixed broadband,TalkTalk Group,2012 Q2,43.0,2012,2,8049,False
Fixed broadband,TalkTalk Group,2012 Q3,37.0,2012,3,8050,False
Fixed broadband,TalkTalk Group,2012 Q4,34.0,2012,4,8051,False
Fixed broadband,TalkTalk Group,2013 Q1,32.0,2013,1,8052,False
Fixed broadband,TalkTalk Group,2013 Q2,29.0,2013,2,8053,False
Fixed broadband,TalkTalk Group,2013 Q3,27.0,2013,3,8054,False
Fixed broadband,TalkTalk Group,2013 Q4,24.0,2013,4,8055,False
Fixed broadband,TalkTalk Group,2014 Q1,25.0,2014,1,8056,False
Fixed broadband,TalkTalk Group,2014 Q2,23.0,2014,2,8057,False
Fixed broadband,TalkTalk Group,2014 Q3,24.0,2014,3,8058,False
Fixed broadband,TalkTalk Group,2014 Q4,23.0,2014,4,8059,False
Fixed broadband,TalkTalk Group,2015 Q1,26.0,2015,1,8060,False
Fixed broadband,TalkTalk Group,2015 Q2,27.0,2015,2,8061,False
Fixed broadband,TalkTalk Group,2015 Q3,33.0,2015,3,8062,False
Fixed broadband,TalkTalk Group,2015 Q4,31.0,2015,4,8063,False
Fixed broadband,TalkTalk Group,2016 Q1,30.0,2016,1,8064,False
Fixed broadband,TalkTalk Group,2016 Q2,21.0,2016,2,8065,False
Fixed broadband,TalkTalk Group,2016 Q3,19.0,2016,3,8066,False
Fixed broadband,TalkTalk Group,2016 Q4,29.0,2016,4,8067,False
Fixed broadband,TalkTalk Group,2017 Q1,29.0,2017,1,8068,False
Fixed broadband,TalkTalk Group,2017 Q2,24.0,2017,2,8069,False
Fixed broadband,TalkTalk Group,2017 Q3,30.0,2017,3,8070,False
Fixed broadband,TalkTalk Group,2017 Q4,31.0,2017,4,8071,False
Fixed broadband,TalkTalk Group,2018 Q1,29.0,2018,1,8072,False
Fixed broadband,TalkTalk Group,2018 Q2,24.0,2018,2,8073,False
Fixed broadband,TalkTalk Group,2018 Q3,23.0,2018,3,8074,False
Fixed broadband,TalkTalk Group,2018 Q4,20.0,2018,4,8075,False
Fixed broadband,TalkTalk Group,2019 Q1,24.0,2019,1,8076,False
Fixed broadband,TalkTalk Group,2019 Q2,23.0,2019,2,8077,False
Fixed broadband,TalkTalk Group,2019 Q3,22.0,2019,3,8078,False
Fixed broadband,TalkTalk Group,2019 Q4,19.0,2019,4,8079,False
Fixed broadband,TalkTalk Group,2020 Q1,22.0,2020,1,8080,False
Fixed broadband,TalkTalk Group,2020 Q2,22.0,2020,2,8081,False
Fixed broadband,TalkTalk Group,2020 Q3,18.0,2020,3,8082,False
Fixed broadband,TalkTalk Group,2020 Q4,19.0,2020,4,8083,False
Fixed broadband,TalkTalk Group,2021 Q1,25.0,2021,1,8084,False
Fixed broadband,TalkTalk Group,2021 Q2,19.0,2021,2,8085,False
Fixed broadband,TalkTalk Group,2021 Q3,17.0,2021,3,8086,False
Fixed broadband,TalkTalk Group,2021 Q4,14.0,2021,4,8087,False
Fixed broadband,TalkTalk Group,2022 Q1,14.0,2022,1,8088,False
Fixed broadband,TalkTalk Group,2022 Q2,18.0,2022,2,8089,False
Fixed broadband,TalkTalk Group,2022 Q3,18.0,2022,3,8090,False
Fixed broadband,TalkTalk Group,2022 Q4,18.0,2022,4,8091,False
Fixed broadband,TalkTalk Group,2023 Q1,20.0,2023,1,8092,False
Fixed broadband,TalkTalk Group,2023 Q2,18.0,2023,2,8093,False
Fixed broadband,TalkTalk Group,2023 Q3,15.0,2023,3,8094,False
Fixed broadband,TalkTalk Group,2023 Q4,13.0,2023,4,8095,False
Fixed broadband,TalkTalk Group,2024 Q1,11.0,2024,1,8096,False
Fixed broadband,TalkTalk Group,2024 Q2,10.0,2024,2,8097,False
Fixed broadband,TalkTalk Group,2024 Q3,14.0,2024,3,8098,False
Fixed broadband,TalkTalk Group,2024 Q4,13.0,2024,4,8099,False
Fixed broadband,TalkTalk Group,2025 Q1,13.0,2025,1,8100,False
Fixed broadband,TalkTalk Group,2025 Q2,9.0,2025,2,8101,False
Fixed broadband,TalkTalk Group,2025 Q3,10.0,2025,3,8102,False
Fixed broadband,TalkTalk Group,2025 Q4,10.0,2025,4,8103,False
Fixed broadband,Virgin Media,2010 Q4,10.0,2010,4,8043,False
Fixed broadband,Virgin Media,2011 Q1,16.0,2011,1,8044,False
Fixed broadband,Virgin Media,2011 Q2,15.0,2011,2,8045,False
Fixed broadband,Virgin Media,2011 Q3,19.0,2011,3,8046,False
Fixed broadband,Virgin Media,2011 Q4,18.0,2011,4,8047,False
Fixed broadband,Virgin Media,2012 Q1,17.0,2012,1,8048,False
Fixed broadband,Virgin Media,2012 Q2,15.0,2012,2,8049,False
Fixed broadband,Virgin Media,2012 Q3,12.0,2012,3,8050,False
Fixed broadband,Virgin Media,2012 Q4,10.0,2012,4,8051,False
Fixed broadband,Virgin Media,2013 Q1,8.0,2013,1,8052,False
Fixed broadband,Virgin Media,2013 Q2,6.0,2013,2,8053,False
Fixed broadband,Virgin Media,2013 Q3,8.0,2013,3,8054,False
Fixed broadband,Virgin Media,2013 Q4,7.0,2013,4,8055,False
Fixed broadband,Virgin Media,2014 Q1,7.0,2014,1,8056,False
Fixed broadband,Virgin Media,2014 Q2,6.0,2014,2,8057,False
Fixed broadband,Virgin Media,2014 Q3,7.0,2014,3,8058,False
Fixed broadband,Virgin Media,2014 Q4,6.0,2014,4,8059,False
Fixed broadband,Virgin Media,2015 Q1,9.0,2015,1,8060,False
Fixed broadband,Virgin Media,2015 Q2,7.0,2015,2,8061,False
Fixed broadband,Virgin Media,2015 Q3,6.0,2015,3,8062,False
Fixed broadband,Virgin Media,2015 Q4,7.0,2015,4,8063,False
Fixed broadband,Virgin Media,2016 Q1,8.0,2016,1,8064,False
Fixed broadband,Virgin Media,2016 Q2,7.0,2016,2,8065,False
Fixed broadband,Virgin Media,2016 Q3,11.0,2016,3,8066,False
Fixed broadband,Virgin Media,2016 Q4,13.0,2016,4,8067,False
Fixed broadband,Virgin Media,2017 Q1,13.0,2017,1,8068,False
Fixed broadband,Virgin Media,2017 Q2,13.0,2017,2,8069,False
Fixed broadband,Virgin Media,2017 Q3,14.0,2017,3,8070,False
Fixed broadband,Virgin Media,2017 Q4,14.0,2017,4,8071,False
Fixed broadband,Virgin Media,2018 Q1,12.0,2018,1,8072,False
Fixed broadband,Virgin Media,2018 Q2,11.0,2018,2,8073,False
Fixed broadband,Virgin Media,2018 Q3,13.0,2018,3,8074,False
Fixed broadband,Virgin Media,2018 Q4,14.0,2018,4,8075,False
Fixed broadband,Virgin Media,2019 Q1,10.0,2019,1,8076,False
Fixed broadband,Virgin Media,2019 Q2,16.0,2019,2,8077,False
Fixed broadband,Virgin Media,2019 Q3,20.0,2019,3,8078,False
Fixed broadband,Virgin Media,2019 Q4,14.0,2019,4,8079,False
Fixed broadband,Virgin Media,2020 Q1,13.0,2020,1,8080,False
Fixed broadband,Virgin Media,2020 Q2,12.0,2020,2,8081,False
Fixed broadband,Virgin Media,2020 Q3,20.0,2020,3,8082,False
Fixed broadband,Virgin Media,2020 Q4,23.0,2020,4,8083,False
Fixed broadband,Virgin Media,2021 Q1,33.0,2021,1,8084,False
Fixed broadband,Virgin Media,2021 Q2,17.0,2021,2,8085,False
Fixed broadband,Virgin Media,2021 Q3,15.0,2021,3,8086,False
Fixed broadband,Virgin Media,2021 Q4,13.0,2021,4,8087,False
Fixed broadband,Virgin Media,2022 Q1,18.0,2022,1,8088,False
Fixed broadband,Virgin Media,2022 Q2,16.0,2022,2,8089,False
Fixed broadband,Virgin Media,2022 Q3,18.0,2022,3,8090,False
Fixed broadband,Virgin Media,2022 Q4,14.0,2022,4,8091,False
Fixed broadband,Virgin Media,2023 Q1,15.0,2023,1,8092,False
Fixed broadband,Virgin Media,2023 Q2,15.0,2023,2,8093,False
Fixed broadband,Virgin Media,2023 Q3,32.0,2023,3,8094,False
Fixed broadband,Virgin Media,2023 Q4,20.0,2023,4,8095,False
Fixed broadband,Virgin Media,2024 Q1,18.0,2024,1,8096,False
Fixed broadband,Virgin Media,2024 Q2,15.0,2024,2,8097,False
Fixed broadband,Virgin Media,2024 Q3,12.0,2024,3,8098,False
Fixed broadband,Virgin Media,2024 Q4,11.0,2024,4,8099,False
Fixed broadband,Virgin Media,2025 Q1,12.0,2025,1,8100,False
Fixed broadband,Virgin Media,2025 Q2,8.0,2025,2,8101,False
Fixed broadband,Virgin Media,2025 Q3,7.0,2025,3,8102,False
Fixed broadband,Virgin Media,2025 Q4,5.0,2025,4,8103,False
Fixed broadband,Vodafone,2018 Q3,27.0,2018,3,8074,False
Fixed broadband,Vodafone,2018 Q4,25.0,2018,4,8075,False
Fixed broadband,Vodafone,2019 Q1,30.0,2019,1,8076,False
Fixed broadband,Vodafone,2019 Q2,30.0,2019,2,8077,False
Fixed broadband,Vodafone,2019 Q3,26.0,2019,3,8078,False
Fixed broadband,Vodafone,2019 Q4,27.0,2019,4,8079,False
Fixed broadband,Vodafone,2020 Q1,25.0,2020,1,8080,False
Fixed broadband,Vodafone,2020 Q2,22.0,2020,2,8081,False
Fixed broadband,Vodafone,2020 Q3,26.0,2020,3,8082,False
Fixed broadband,Vodafone,2020 Q4,31.0,2020,4,8083,False
Fixed broadband,Vodafone,2021 Q1,25.0,2021,1,8084,False
Fixed broadband,Vodafone,2021 Q2,13.0,2021,2,8085,False
Fixed broadband,Vodafone,2021 Q3,12.0,2021,3,8086,False
Fixed broadband,Vodafone,2021 Q4,13.0,2021,4,8087,False
Fixed broadband,Vodafone,2022 Q1,13.0,2022,1,8088,False
Fixed broadband,Vodafone,2022 Q2,18.0,2022,2,8089,False
Fixed broadband,Vodafone,2022 Q3,12.0,2022,3,8090,False
Fixed broadband,Vodafone,2022 Q4,19.0,2022,4,8091,False
Fixed broadband,Vodafone,2023 Q1,17.0,2023,1,8092,False
Fixed broadband,Vodafone,2023 Q2,24.0,2023,2,8093,False
Fixed broadband,Vodafone,2023 Q3,15.0,2023,3,8094,False
Fixed broadband,Vodafone,2023 Q4,14.0,2023,4,8095,False
Fixed broadband,Vodafone,2024 Q1,16.0,2024,1,8096,False
Fixed broadband,Vodafone,2024 Q2,12.0,2024,2,8097,False
Fixed broadband,Vodafone,2024 Q3,11.0,2024,3,8098,False
Fixed broadband,Vodafone,2024 Q4,11.0,2024,4,8099,False
Fixed broadband,Vodafone,2025 Q1,11.0,2025,1,8100,False
Fixed broadband,Vodafone,2025 Q2,9.0,2025,2,8101,False
Fixed broadband,Vodafone,2025 Q3,10.0,2025,3,8102,False
Fixed broadband,Vodafone,2025 Q4,11.0,2025,4,8103,False
Fixed broadband,Industry Average,2010 Q4,35.0,2010,4,8043,True
Fixed broadband,Industry Average,2011 Q1,40.0,2011,1,8044,True
Fixed broadband,Industry Average,2011 Q2,35.0,2011,2,8045,True
Fixed broadband,Industry Average,2011 Q3,36.0,2011,3,8046,True
Fixed broadband,Industry Average,2011 Q4,33.0,2011,4,8047,True
Fixed broadband,Industry Average,2012 Q1,31.0,2012,1,8048,True
Fixed broadband,Industry Average,2012 Q2,24.0,2012,2,8049,True
Fixed broadband,Industry Average,2012 Q3,24.0,2012,3,8050,True
Fixed broadband,Industry Average,2012 Q4,22.0,2012,4,8051,True
Fixed broadband,Industry Average,2013 Q1,22.0,2013,1,8052,True
Fixed broadband,Industry Average,2013 Q2,18.0,2013,2,8053,True
Fixed broadband,Industry Average,2013 Q3,22.0,2013,3,8054,True
Fixed broadband,Industry Average,2013 Q4,18.0,2013,4,8055,True
Fixed broadband,Industry Average,2014 Q1,19.0,2014,1,8056,True
Fixed broadband,Industry Average,2014 Q2,17.0,2014,2,8057,True
Fixed broadband,Industry Average,2014 Q3,17.0,2014,3,8058,True
Fixed broadband,Industry Average,2014 Q4,16.0,2014,4,8059,True
Fixed broadband,Industry Average,2015 Q1,17.0,2015,1,8060,True
Fixed broadband,Industry Average,2015 Q2,16.0,2015,2,8061,True
Fixed broadband,Industry Average,2015 Q3,22.0,2015,3,8062,True
Fixed broadband,Industry Average,2015 Q4,19.0,2015,4,8063,True
Fixed broadband,Industry Average,2016 Q1,19.0,2016,1,8064,True
Fixed broadband,Industry Average,2016 Q2,15.0,2016,2,8065,True
Fixed broadband,Industry Average,2016 Q3,20.0,2016,3,8066,True
Fixed broadband,Industry Average,2016 Q4,21.0,2016,4,8067,True
Fixed broadband,Industry Average,2017 Q1,21.0,2017,1,8068,True
Fixed broadband,Industry Average,2017 Q2,18.0,2017,2,8069,True
Fixed broadband,Industry Average,2017 Q3,18.0,2017,3,8070,True
Fixed broadband,Industry Average,2017 Q4,19.0,2017,4,8071,True
Fixed broadband,Industry Average,2018 Q1,16.0,2018,1,8072,True
Fixed broadband,Industry Average,2018 Q2,12.0,2018,2,8073,True
Fixed broadband,Industry Average,2018 Q3,15.0,2018,3,8074,True
Fixed broadband,Industry Average,2018 Q4,15.0,2018,4,8075,True
Fixed broadband,Industry Average,2019 Q1,13.0,2019,1,8076,True
Fixed broadband,Industry Average,2019 Q2,13.0,2019,2,8077,True
Fixed broadband,Industry Average,2019 Q3,14.0,2019,3,8078,True
Fixed broadband,Industry Average,2019 Q4,12.0,2019,4,8079,True
Fixed broadband,Industry Average,2020 Q1,12.0,2020,1,8080,True
Fixed broadband,Industry Average,2020 Q2,10.0,2020,2,8081,True
Fixed broadband,Industry Average,2020 Q3,15.0,2020,3,8082,True
Fixed broadband,Industry Average,2020 Q4,16.0,2020,4,8083,True
Fixed broadband,Industry Average,2021 Q1,19.0,2021,1,8084,True
Fixed broadband,Industry Average,2021 Q2,12.0,2021,2,8085,True
Fixed broadband,Industry Average,2021 Q3,10.0,2021,3,8086,True
Fixed broadband,Industry Average,2021 Q4,9.0,2021,4,8087,True
Fixed broadband,Industry Average,2022 Q1,10.0,2022,1,8088,True
Fixed broadband,Industry Average,2022 Q2,11.0,2022,2,8089,True
Fixed broadband,Industry Average,2022 Q3,11.0,2022,3,8090,True
Fixed broadband,Industry Average,2022 Q4,11.0,2022,4,8091,True
Fixed broadband,Industry Average,2023 Q1,12.0,2023,1,8092,True
Fixed broadband,Industry Average,2023 Q2,12.0,2023,2,8093,True
Fixed broadband,Industry Average,2023 Q3,15.0,2023,3,8094,True
Fixed broadband,Industry Average,2023 Q4,12.0,2023,4,8095,True
Fixed broadband,Industry Average,2024 Q1,12.0,2024,1,8096,True
Fixed broadband,Industry Average,2024 Q2,10.0,2024,2,8097,True
Fixed broadband,Industry Average,2024 Q3,10.0,2024,3,8098,True
Fixed broadband,Industry Average,2024 Q4,9.0,2024,4,8099,True
Fixed broadband,Industry Average,2025 Q1,10.0,2025,1,8100,True
Fixed broadband,Industry Average,2025 Q2,8.0,2025,2,8101,True
Fixed broadband,Industry Average,2025 Q3,8.0,2025,3,8102,True
Fixed broadband,Industry Average,2025 Q4,7.0,2025,4,8103,True
Pay-monthly mobile,BT Mobile,2014 Q4,14.0,2014,4,8059,False
Pay-monthly mobile,BT Mobile,2015 Q1,11.0,2015,1,8060,False
Pay-monthly mobile,BT Mobile,2015 Q2,9.0,2015,2,8061,False
Pay-monthly mobile,BT Mobile,2015 Q3,11.0,2015,3,8062,False
Pay-monthly mobile,BT Mobile,2015 Q4,8.0,2015,4,8063,False
Pay-monthly mobile,BT Mobile,2016 Q1,5.0,2016,1,8064,False
Pay-monthly mobile,BT Mobile,2016 Q2,8.0,2016,2,8065,False
Pay-monthly mobile,BT Mobile,2016 Q3,7.0,2016,3,8066,False
Pay-monthly mobile,BT Mobile,2016 Q4,5.0,2016,4,8067,False
Pay-monthly mobile,BT Mobile,2017 Q1,6.0,2017,1,8068,False
Pay-monthly mobile,BT Mobile,2017 Q2,5.0,2017,2,8069,False
Pay-monthly mobile,BT Mobile,2017 Q3,5.0,2017,3,8070,False
Pay-monthly mobile,BT Mobile,2017 Q4,5.0,2017,4,8071,False
Pay-monthly mobile,BT Mobile,2018 Q1,4.0,2018,1,8072,False
Pay-monthly mobile,BT Mobile,2018 Q2,4.0,2018,2,8073,False
Pay-monthly mobile,BT Mobile,2018 Q3,4.0,2018,3,8074,False
Pay-monthly mobile,BT Mobile,2018 Q4,3.0,2018,4,8075,False
Pay-monthly mobile,BT Mobile,2019 Q1,1.0,2019,1,8076,False
Pay-monthly mobile,BT Mobile,2019 Q2,2.0,2019,2,8077,False
Pay-monthly mobile,BT Mobile,2019 Q3,2.0,2019,3,8078,False
Pay-monthly mobile,BT Mobile,2019 Q4,3.0,2019,4,8079,False
Pay-monthly mobile,BT Mobile,2020 Q1,4.0,2020,1,8080,False
Pay-monthly mobile,BT Mobile,2020 Q2,4.0,2020,2,8081,False
Pay-monthly mobile,BT Mobile,2020 Q3,4.0,2020,3,8082,False
Pay-monthly mobile,BT Mobile,2020 Q4,7.0,2020,4,8083,False
Pay-monthly mobile,BT Mobile,2021 Q1,8.0,2021,1,8084,False
Pay-monthly mobile,BT Mobile,2021 Q2,5.0,2021,2,8085,False
Pay-monthly mobile,BT Mobile,2021 Q3,3.0,2021,3,8086,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2010 Q4,18.0,2010,4,8043,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2011 Q1,19.0,2011,1,8044,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2011 Q2,17.0,2011,2,8045,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2011 Q3,17.0,2011,3,8046,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2011 Q4,15.0,2011,4,8047,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2012 Q1,16.0,2012,1,8048,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2012 Q2,14.0,2012,2,8049,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2012 Q3,12.0,2012,3,8050,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2012 Q4,10.0,2012,4,8051,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2013 Q1,8.0,2013,1,8052,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2013 Q2,9.0,2013,2,8053,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2013 Q3,7.0,2013,3,8054,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2013 Q4,6.0,2013,4,8055,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2014 Q1,4.0,2014,1,8056,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2014 Q2,5.0,2014,2,8057,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2014 Q3,4.0,2014,3,8058,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2014 Q4,4.0,2014,4,8059,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2015 Q1,3.0,2015,1,8060,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2015 Q2,3.0,2015,2,8061,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2015 Q3,3.0,2015,3,8062,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2015 Q4,3.0,2015,4,8063,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2016 Q1,2.0,2016,1,8064,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2016 Q2,3.0,2016,2,8065,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2016 Q3,2.0,2016,3,8066,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2016 Q4,2.0,2016,4,8067,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2017 Q1,2.0,2017,1,8068,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2017 Q2,2.0,2017,2,8069,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2017 Q3,2.0,2017,3,8070,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2017 Q4,2.0,2017,4,8071,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2018 Q1,1.0,2018,1,8072,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2018 Q2,2.0,2018,2,8073,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2018 Q3,2.0,2018,3,8074,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2018 Q4,1.0,2018,4,8075,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2019 Q1,1.0,2019,1,8076,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2019 Q2,1.0,2019,2,8077,False
Pay-monthly mobile,"EE (aggregrate of T-Mobile, Orange & 4GEE)",2019 Q3,1.0,2019,3,8078,False
